Cars,Trucks,Motorcycles,Buses,Car_Weight(kg),Truck_Weight(kg),Motorcycle_Weight(kg),Bus_Weight(kg),Avg_Speed(m/s),Avg_Weight(kg),Incident_Count,Surface Roughness (m/km),Road Age (years),temperature(°C)_x,rainfall(mm)_x,humidity(%)_x,wind_speed(m/s)_x,average_temperature(°C)_x,weather_condition_x,Wear_Index
1128,17,430,0,4285,8571,262,5376,20.113055072096326,2703.9077189954733,2,3.1467234822473857,19,20.47207083146086,18.533618205472138,57.05623424444615,8.484401144996342,28.87718675759113,Rainy,660.1918463384222
828,125,302,34,4204,9928,404,3263,13.520453690912364,1561.6069122338315,3,5.240318163510397,39,22.74777303865196,14.36417579366067,63.0702817897236,6.663693212332499,27.86887401239283,Clear skies,517.5238065858966
731,106,170,33,1990,6468,154,4038,9.900447077911473,1086.5021514641492,1,3.003987968032208,40,17.042633173060207,14.123501040288469,67.93744557929719,21.91626555106121,33.29536969886196,Rainy,438.595153909737
1873,235,148,10,1516,6011,222,6737,11.66955098636928,1587.628807459704,1,4.3737365756560616,38,15.931845898917912,7.521387061695844,65.67260074364091,28.910390808991394,21.37734078582531,Rainy,1043.5459033690363
1051,36,136,16,3825,10667,332,7906,18.738896923440336,1037.0859424145767,3,3.60709327450049,26,20.00108237619996,0.0058735307503732,55.419602552062,26.081533153124624,23.002939749116948,Pleasant,571.6051393274796
1022,141,377,14,3664,13686,266,9745,9.66084347361068,1684.595174630855,2,4.6925092261962575,31,37.820528098229005,9.40015464381364,78.99005330446874,26.45127619046666,29.03850405214346,Pleasant,633.1776635796224
371,188,385,8,2246,12966,273,4144,12.468088798942784,1651.3643898264395,8,4.478436307214583,45,11.925228132012997,2.239867326625633,76.78265412598302,22.794283829183296,26.41738151516133,Pleasant,325.14355545043173
1469,145,499,3,4021,11551,393,3093,23.913476616357958,2438.991320252034,6,4.405829355256574,25,30.27056232296005,14.032211858695325,53.83658865067524,19.72159926741339,20.857111321907112,Rainy,877.8728602544492
1970,267,412,31,4973,5171,285,3411,17.24339827671916,1167.8027921445334,5,2.763405023625642,20,17.14689423078491,0.1021869301742772,54.905778352339645,6.9836939330676255,25.22215368403141,Rainy,1155.1872670546068
437,195,224,14,1931,12974,178,9488,23.614370188845367,2444.655045928678,7,5.219038328258529,1,15.851910511960613,10.47024547082011,54.34959858983706,10.038686359092798,21.65557938343476,Rainy,322.09502156795844
493,89,388,11,4645,6858,366,9936,14.244741359244236,2918.1579508340765,0,3.978552612252869,33,27.278970082706408,10.740958143321844,68.97152702286644,28.888029081029025,26.36957428484826,Stormy,358.77457058715913
256,43,453,36,4693,6043,108,6050,14.835251499469448,2561.1796858516527,1,3.244978613291164,19,23.31603395056909,5.541938308093554,84.38931984600552,21.67601357955568,16.227153829475476,Stormy,235.350783174954
1981,231,359,42,2192,14528,296,6135,15.708214747962131,1340.1364681887642,4,2.5652348585442293,44,20.123989106342574,18.233010494669863,88.14195189426121,25.044372289194303,17.574736389478023,Pleasant,1138.2322748229656
241,285,404,20,3209,9188,260,3609,14.0150156591437,2496.9379155243214,3,3.0541825570451646,35,21.26272804680486,19.16282611246681,77.88094683034915,27.125082357743175,17.070449576259577,Stormy,289.45505136738046
875,227,324,45,2175,5170,269,5334,24.678576966869613,1475.04647855036,1,5.687745100391425,9,15.198037291138483,12.168254097941604,44.46479688667745,23.398656585112924,28.459914724891,Rainy,576.4881742081503
753,201,119,17,1489,14091,440,8137,19.61020926561119,1426.913470366181,5,5.347055028848935,45,22.44074712075956,8.52984278572925,57.19127142061133,21.03006747072535,18.590484615144977,Clear skies,469.8318418457797
1422,291,138,22,3632,10170,371,4124,15.029048577562811,2585.349147677611,9,2.765076813396899,18,21.95370053715433,12.864710897339805,42.68368464786946,29.828297773332334,16.898665151972352,Rainy,830.5724062838004
1891,230,463,39,4646,7962,211,3863,19.273783302053054,2684.135701529981,5,3.4313679191823816,32,36.80494411696014,9.18135419581652,91.9659968306414,14.240112208776678,24.241417885923678,Clear skies,1116.644958188558
923,52,285,3,4487,11175,240,2580,6.447529052131595,1809.9941401663032,6,4.501189823418027,37,14.557737134949472,3.179267103041239,57.83966777940658,14.499993337272937,27.400982908144837,Rainy,536.6122433017609
445,175,498,42,1439,14958,178,2783,18.92196459960207,2786.07059962904,6,3.342623891103913,19,10.3990978432006,6.680326795635258,92.50225829041362,3.935703445759872,26.110376748527138,Stormy,383.8257346650829
467,66,166,29,2933,14027,416,3746,19.88624643576633,1652.3573154664336,1,5.846707633544038,7,30.0308752881882,19.85735452263345,78.82945206851309,10.89713505775794,23.84689075278584,Stormy,292.9877582872473
1130,151,64,44,3011,9680,477,9548,5.539522037082869,1130.1276437865138,6,3.0832737132732437,32,35.116501795522325,9.70360875171007,79.344377676196,16.31826160740506,32.511258812739385,Rainy,625.5657370543856
449,4,94,32,2029,14167,279,3535,22.68275285343219,1600.894126860998,5,4.712636489946927,10,27.057297286317336,13.041168802574346,70.6515292539594,18.19293829448426,15.33802744927142,Clear skies,252.4222026816321
573,279,267,20,4889,10039,388,6709,20.5038221736324,2988.03081827544,2,5.014502555689333,21,36.82648993914985,8.485129239477473,84.4511740100864,19.711599638317825,19.068807211028854,Rainy,430.06369888521175
1944,186,172,45,3416,9479,198,7086,16.88974665867349,2242.4631574642704,6,4.08157755858057,20,21.58374266072628,0.2186533261792145,75.32779899585239,1.9747376267964856,22.181588594014546,Pleasant,1069.3953955569968
823,151,385,28,3845,7074,325,9099,12.1091575912145,2890.4732107584223,0,3.482774439390149,40,10.124605190043912,12.91588476545198,65.37090846317446,4.286435874863224,34.204200362016095,Rainy,536.729307189694
1752,1,304,36,2388,13072,415,8790,20.217662598924893,1265.849029772339,5,5.515193831587469,18,34.74165064039505,17.267884638030992,66.6624950102643,7.733927911246394,34.5427817798421,Clear skies,941.01039680207
1149,150,165,41,1309,5369,466,3138,12.81451260529537,1390.1596789747164,9,2.6379218696840203,41,24.783208503014485,8.898706970252752,99.76209229036212,13.020921424437246,29.649234301647887,Rainy,652.8096293259775
393,292,451,9,4825,7590,285,8190,24.47073328405501,1631.7613926547406,5,3.885413030322691,45,36.51113172342241,18.580129173568334,50.23097455803595,7.926162841095374,22.394162037439216,Clear skies,381.7156666310435
128,156,205,35,3024,12761,249,4246,22.010270662031505,2683.989907019344,9,4.923034953878472,28,35.91298571113953,6.034817505419278,40.01835395405708,17.8827947934056,28.18665803037423,Stormy,160.45609613035526
733,10,271,40,1958,7870,116,6276,19.18354455332538,2429.9482700461967,6,5.830189252707411,4,16.99116534199973,11.91319411376389,46.11961145840213,20.99724281581478,25.47097312488137,Stormy,429.180167064588
1814,240,420,7,1971,5561,162,7644,6.934156246278231,2744.7698359648816,9,3.0022307707435467,15,14.305499595901551,14.773228561900968,76.82055940318386,22.40492030872968,19.995890521687446,Stormy,1069.4022269392958
858,175,279,2,1765,11811,474,3143,7.799403826580002,2467.9586445115106,8,3.314901369772013,35,22.17128209917302,15.512443686285016,46.30935561785212,10.008548812125918,30.937486925698565,Stormy,539.9210902649039
1067,3,281,8,2732,12665,247,5450,9.883423366506074,1008.3619373545414,6,4.596206922567682,48,11.844236464732075,5.088032769138273,68.44070837528912,24.390264078907038,22.516581564354635,Rainy,599.0443559816463
775,287,381,28,3347,6065,367,2114,12.253097523237352,2737.670087960234,0,5.798247056437352,2,16.740608270286803,17.061223494328786,82.6815716401376,10.13643670168465,34.88787470626476,Clear skies,553.2707670162943
686,159,178,34,4873,12452,127,3625,18.58423287023012,2547.997152687969,3,5.782250206809641,22,10.939681091766769,8.500067239516447,92.0368736460709,29.82504891398601,32.964922186229416,Pleasant,434.8916534092457
1620,169,325,44,3448,12583,469,7708,10.494512569689263,2138.231670608004,7,4.248505483016334,16,17.15168280001762,16.247395085549538,62.41288831375785,5.527296059214349,34.00825598941479,Pleasant,928.9591018400166
1969,257,432,10,1650,14511,463,8019,23.257742884528337,2301.2922002249493,1,3.459954285497772,28,33.4942634531476,5.811259609229458,88.7893654690772,27.28259644861046,22.624987670622648,Clear skies,1148.4136851527855
507,297,297,43,3200,8708,146,6414,23.59254339579902,1067.413615585329,0,2.822287648345383,14,15.77011184562538,2.4291746074347453,52.26973706431168,13.578486595582778,21.23798957169287,Clear skies,404.729059348766
1288,233,155,49,4782,9776,221,8473,10.317316077945453,1170.900477442597,9,2.628910179056073,15,38.911694154207474,10.368551565131776,86.34728046149382,23.15087824545364,30.5678948698134,Stormy,751.5916575800835
426,183,455,38,2747,6480,142,6705,20.00406811645029,1681.854109382628,7,5.3190220885749255,4,32.04329541584227,19.275912423978305,49.86544756707608,29.85807728951506,31.71350694046851,Pleasant,362.5690314181836
1905,45,421,32,3175,11314,168,9124,8.786069136281238,1573.3910651359924,0,5.383279719742765,43,25.63258655772096,3.93590034564034,77.16017805431429,26.62777711004128,30.838440478076848,Clear skies,1056.9233055812151
824,51,366,43,1559,6122,427,8520,11.068045368745825,2766.366351200559,2,4.498622258654503,24,12.009494736925658,18.535615732423413,40.18388710577637,28.465158312748933,22.4292288297922,Rainy,509.5755688542266
865,224,341,40,3402,8206,422,9951,7.8213241973392815,2480.782795759357,4,4.010125068949465,26,18.8354220455592,2.3816700824954484,71.24270521524114,4.637430311862372,16.369336292595932,Rainy,570.0842416366263
626,35,355,26,1164,6424,281,7027,11.662930490876104,1191.7942515368754,1,5.535437090995357,34,34.87576880188374,12.620240310438504,41.19927443085186,24.56879750252674,22.45425580938163,Rainy,396.31463311959845
1477,176,68,10,3661,7023,342,3805,11.721106704701366,1743.003621198112,3,2.988269533993805,47,25.55649652566817,17.472931964438054,42.94881804727356,13.825567450471771,25.84905878060519,Stormy,812.1706796972124
1883,233,124,19,2696,13710,284,9908,18.49908964825733,2433.645012998246,4,3.0127695169827966,16,25.01064854447276,3.860214063987952,94.69705495800494,18.623638285802127,32.31399463955886,Rainy,1039.5413502393442
1720,187,54,33,1998,14064,274,2495,12.514766481986166,2566.48846582592,2,5.090162777748022,38,30.575126809266862,2.881253682463143,42.36621762861488,10.70673655730193,20.912862219212947,Rainy,933.4989937349072
638,14,176,34,1235,6654,307,5177,11.980146482185056,2378.291775856206,1,4.953502732515068,35,38.744409014997785,2.7369674462389626,74.67506885885194,4.863003492456741,25.256881227269147,Rainy,368.3064713924098
1055,151,68,7,1945,8092,123,4489,23.95473138465259,2904.869664813291,3,3.0027455752390004,48,20.117614369577534,18.05058768237549,50.27788486393809,23.01767850165641,33.82995253075612,Pleasant,592.1663009944692
1602,197,418,27,1445,13976,363,2957,18.118577686009044,2595.5694178412123,1,4.4905425250571,34,20.116410128866228,5.729466916152113,92.4329078966368,4.163643527532267,24.27683087985725,Pleasant,952.184125699741
221,149,386,29,3157,7232,203,7506,16.457242527199107,1581.8227230336456,2,3.801997286602787,47,19.04818916526861,16.92131914721414,97.37260270464816,15.742750769646236,28.91514949218041,Clear skies,234.36841401374355
443,212,475,39,4057,5442,110,2833,21.2126160078992,1173.277300398226,0,3.24669396362726,7,22.62988373712288,1.3193195433679272,81.54835804215585,16.808905932484073,17.565922161732253,Rainy,384.6363948673921
874,196,63,5,4775,13156,418,3759,22.04351248366897,1870.963328403781,5,5.847024882864729,9,34.59583080683298,18.23216260532918,47.30652009419315,12.296354814080738,26.467456612583355,Pleasant,515.2567172031161
1569,180,456,40,4652,8808,225,7779,19.987571003171883,1351.8054201907976,1,4.569052177854486,3,20.50035683586602,9.582337919916906,51.12232913963797,24.593580730551,32.16309590789215,Pleasant,933.411416601136
143,57,312,6,4966,5268,274,4482,10.02011325133196,2171.559848335505,2,2.954628666170428,29,30.44138263505953,19.72294601769383,98.7290503119911,11.296288469847209,15.889833534898866,Stormy,156.3382469545564
1081,21,304,46,1173,10128,142,6694,8.371087012938466,2135.1166028295283,1,4.158103778681403,3,20.03781581518022,7.456290497198534,70.76728525090464,17.256844913888926,34.33221666493771,Pleasant,611.008985728412
938,106,148,29,2808,6303,264,7158,18.846680437693912,2739.278760566586,8,3.3780677572704745,24,17.029967639160205,9.019588498122577,91.89202660458167,11.444740875601092,15.010776742776924,Pleasant,539.4704941055329
1300,109,60,48,2155,9445,263,4315,18.14716869277392,1788.876031684645,9,3.3250495390083845,46,24.86948680646182,4.927496271087635,69.98273339647929,26.605155644854047,27.048958893646383,Rainy,700.3568657739615
616,240,117,41,1601,13872,379,3439,7.3034580542741345,1454.9865103940094,8,5.507498453379567,30,23.57486995052985,0.7637175093757853,59.71420231742468,25.93771008455702,33.79031687794223,Rainy,412.26533234995753
437,110,266,26,3706,7849,374,9494,19.197404846051366,1683.2213915472976,8,3.922565168976689,36,20.731382111257744,3.151729809814832,90.4854733198162,2.26638266170448,21.07543175566579,Stormy,309.14360866302815
532,156,189,16,3131,5254,409,8549,8.338849262920307,1269.4946389250547,8,2.92248374075482,44,16.1948660121232,8.447483478199802,69.4225177541305,12.222345456733,30.68872805043507,Pleasant,360.41703039601134
1762,94,244,36,1067,5717,271,2057,18.949972967857786,2087.542481387024,9,5.675201390452335,10,21.3111971149983,0.7739846187052124,85.94718308731368,16.582859040308424,27.55962321168396,Stormy,960.439679313644
1866,176,366,27,3866,9076,389,4944,5.423187499986604,2157.6818903782523,8,2.520361070631348,24,15.314639978868884,10.755257767403013,60.15545836736782,14.809235738607663,33.0083375065651,Stormy,1060.9551678287846
995,152,378,39,4123,7823,138,5873,8.101376457748952,2101.248546745229,2,5.806350973686943,48,14.302640268827265,16.206578926031842,53.23516202395005,1.3549548444862658,15.78375608445872,Stormy,621.2370412629665
1312,145,221,46,2945,9749,393,6510,9.249051110560636,1622.9206904340856,3,3.64083716220616,42,31.703029930068585,9.160091443985682,80.94586301393855,10.71141791587034,34.511098534449125,Rainy,744.3854106651785
1610,204,414,18,2426,10576,139,3213,14.702909683988135,2343.513345324668,4,3.217368188304311,35,25.80320165149421,15.411471969378203,46.97589502740316,15.212616043929982,28.963083238522707,Rainy,952.8127612208754
721,248,263,24,2037,5634,467,3498,20.96947840401203,1505.006805972777,9,2.747290306115992,22,36.78282562719895,10.595264428556805,97.48558097634584,6.821135648186888,26.160730926823508,Stormy,490.42253434512656
1465,148,226,40,2837,9971,351,3240,6.128772904904793,2094.2730936555995,2,4.678237730992589,36,21.728225992791792,19.65338486265408,80.69381910280214,6.665002291843621,32.83175277371664,Stormy,827.5998193483185
636,252,414,46,2800,10668,200,2917,8.35644226832612,2832.679581622497,5,3.313709397285805,7,17.73712183072804,9.819548990503202,87.67330101886188,3.822735918787368,30.84054903258461,Clear skies,486.3445695870285
1775,182,325,32,1214,7344,128,3021,23.637519770946387,1861.0334195892028,4,3.119182749459452,28,14.303424409895229,12.764297149334654,92.41106207203646,23.58556672686767,32.73507602904876,Stormy,1010.9571975912288
875,235,77,17,2051,13465,261,6291,24.12898583529917,2283.7833567764,0,2.963739575268081,13,12.538645199944996,7.690741518981435,69.42027449547226,13.982251549877985,25.42426403941021,Clear skies,527.5539836528553
1181,194,369,8,3314,10347,133,6396,13.296035974256815,2630.886186542771,7,3.79484153057136,23,30.630561881698817,10.132800741544624,69.02601242121231,26.82240143050048,19.3027786712221,Stormy,726.7433299464095
630,216,311,38,1298,6534,311,5989,22.159860544455725,1328.7467044556915,2,4.327361334107516,8,27.04491221305493,13.507344222499125,97.65426847351225,14.13514938950377,28.177724315092316,Stormy,450.7432750744009
1080,155,214,13,1534,5379,376,5021,17.551578407683575,1152.230160005643,0,4.279613530858963,40,19.46071048493209,18.664964147339845,74.62293713002444,29.63229219696459,34.29182130916128,Stormy,631.4257032737893
1098,30,273,9,3883,12370,232,9270,23.12479991262627,2807.496626846114,6,3.3565113651591414,12,29.501767270191795,2.419489104543815,51.7231974545723,25.115414660719846,16.481996592045363,Clear skies,615.8483204825837
554,200,396,49,2904,7851,488,5440,6.924632706611451,2308.6886392922224,7,2.914881514229325,38,33.586458480084985,11.62069514432699,40.50404500631858,27.965407235767906,29.68963878035405,Pleasant,422.3368092495115
672,103,445,28,2222,8762,105,2558,23.909021246264693,1023.3698749808036,6,3.2360607211408565,18,16.111856752212326,13.93459097656456,85.20413396771266,20.966263103242504,22.946993754126037,Clear skies,464.5118485382142
1721,281,81,19,2219,6233,373,5598,12.426651888984404,1812.228594750533,6,4.444727100106388,28,22.73230474864224,4.691240459382193,42.74159107053306,5.5488697058031,16.91383366356066,Stormy,970.0145202459662
1473,126,486,35,3266,5234,190,5590,12.85458037787723,1344.404400385161,8,4.754712483491625,47,26.484208436456605,16.61412165023244,85.81912486634891,5.9388334204612825,33.8647822541698,Clear skies,872.3946260341262
1906,87,425,46,4823,8910,432,5392,12.679095562419109,2757.5756116270823,8,2.5149072784734754,14,19.18567109747657,10.931791830368354,42.75654566080934,22.28984691061239,29.96726681175593,Stormy,1071.7563899926115
1647,230,413,12,2468,9504,246,4932,13.421416091181058,1016.349536577344,6,3.50680596642996,16,39.319576110204,14.23381002086317,46.543092920225135,5.773068340882377,20.60891553288341,Clear skies,983.3368248877096
1763,15,327,46,3402,5466,238,2892,23.82310306827544,2786.059242105621,8,5.632504419234678,39,10.439358366295645,19.452736150046427,64.12304336487551,9.433472398699005,26.501172462114937,Stormy,958.4556403584962
990,228,264,49,3475,11599,493,2614,10.917964145426891,2756.455017273904,4,5.902880998143692,17,33.10312517667779,2.8217986393091388,80.46746925782375,1.3136952331053642,23.44860331735343,Rainy,622.480496409191
1835,195,189,7,2084,5255,114,8291,10.785657102332436,1644.457067715709,5,4.081946453324399,17,18.676460078771647,5.154060656430943,83.01400895076672,1.186280641911126,27.60157094532885,Rainy,1016.12275982934
709,284,314,21,1676,12117,154,3394,21.538527769476573,1930.978335785659,4,5.712088226975698,42,16.276048338731677,9.24909378219976,61.76846726637877,1.5614921393528147,25.12962426335569,Pleasant,509.8805839189338
572,174,418,33,1597,12020,490,4790,24.92504891213509,2621.8405892253318,0,5.291036522395398,42,20.815213547148467,10.320661890007424,46.34657889017733,4.247667520272149,18.40832729421419,Stormy,424.6170096153846
1658,246,479,38,4054,13954,448,2808,5.906715963756732,1374.2951937958228,7,4.268457542654405,27,31.09193260815501,0.9330116577920688,84.0725189264989,20.62059620224988,33.22011585467533,Rainy,998.7250665421373
605,80,181,1,3811,14286,314,6107,9.801630749824229,1876.6777796739907,1,5.0638789285847485,16,14.55560595378791,12.702271694957863,64.20432405559268,28.836275988217736,23.433912959574563,Rainy,369.0659810550071
232,40,237,36,2959,12503,172,5276,9.014085861263672,2256.070818961219,3,3.135080853860381,29,21.98427975860064,9.960479737213763,50.68593460912679,25.301075680963404,24.30747996385513,Rainy,184.38736912365752
395,215,499,27,4149,5003,457,9255,17.50849903492434,1929.6535562316835,8,2.67726886680283,19,20.23852273490273,19.221000297977163,41.324826208771256,23.20733517092338,22.14023150983881,Clear skies,367.994183693276
198,244,102,19,3236,11329,241,6011,7.5008762232473085,2515.9381574982426,5,5.058666260085049,30,30.012913168417537,15.36879059776513,83.36263023055676,28.03709875521301,27.509167466376034,Clear skies,192.98971353694384
1096,277,377,39,2404,11807,455,8485,8.233791904032229,1988.8283682324516,7,4.524964099220434,40,23.77486528478023,18.50638445845609,87.18178164607224,7.996191366203402,30.20202265719934,Clear skies,716.4874881116542
1448,181,220,36,1192,12704,161,2809,8.265012367428497,2539.2682905254605,9,2.54890829397181,19,21.83327122868454,3.593387328999078,53.13057423575592,23.671097980879992,26.89979093118348,Pleasant,829.0004707748686
1032,282,231,0,2307,6782,427,6676,21.928363480806887,1073.4170670434662,6,2.5726812324270765,17,28.19260358840306,7.513055494925009,73.74577780953717,3.18887012967617,27.315188615013867,Pleasant,648.5179697290499
1130,242,268,15,3238,9525,152,9656,5.507344708931317,1154.4546887503166,2,5.146026970501433,8,29.85823682943564,3.1967255964808428,46.64379203137016,20.46131714860605,16.563905513903073,Clear skies,696.123948149925
366,196,92,41,2545,7020,440,8038,22.66418633029874,1501.2705956139848,9,5.065436159517148,14,28.927613958106235,14.472461654765445,88.39993169771846,2.277904748915942,19.87361059503234,Pleasant,264.99941144694264
1187,263,285,16,1399,9909,188,2767,10.90221620083653,2584.005587781593,4,4.012870578128101,40,34.02889705205342,13.21239721307115,97.25577046480556,25.302652267432997,32.47796266969728,Pleasant,738.2560076543172
109,220,184,0,1200,13383,221,8070,7.337208132399702,1153.6116454302207,7,4.1341977589592425,21,36.3536156637464,16.843110905252434,82.29445256198932,10.803520268621158,25.084076379531997,Clear skies,164.54606711461403
1120,98,107,4,4837,13743,418,9522,20.189046940653547,2388.268436834311,9,4.334820045528343,3,24.761015187161483,13.256912060944432,45.00747311106511,9.623338863833842,20.684867909199102,Pleasant,619.5533480089304
1760,161,339,17,2909,6787,477,4649,19.948101960081004,2520.2284048032493,7,5.653067650113174,43,15.321869782791318,2.12861974210502,63.811106019860304,0.7848187960299513,33.90559146061904,Stormy,1005.3234204285088
1028,135,448,3,2748,9593,314,7787,19.97323026851828,1198.831482338929,3,5.053933752832213,34,36.916884164337006,11.223849763183177,98.96937290270624,0.9201627314980954,21.1552826006398,Rainy,653.9206078243068
1331,227,94,24,2419,12257,114,9181,22.171673689910374,1275.4332482952098,7,5.662913046076563,2,10.074310864126131,1.109380979276915,97.36446197243664,6.914178552125936,31.43692132648592,Rainy,756.7912858587628
1311,155,213,22,2503,11223,287,2866,21.17539053606126,2354.9780486961977,0,5.485693922574267,11,13.004660306531136,7.444432965607682,92.30943188705976,8.761282893965554,22.613723393355617,Clear skies,746.9841013958669
1092,256,327,23,2291,12074,279,8877,20.95754237965111,2849.4065137640478,1,5.843563976681466,2,17.211265580658655,2.1939216803450323,58.00862031015539,8.738561950177402,34.79530981790565,Stormy,695.6655376944876
1420,14,309,38,1406,9653,488,4730,21.171033019701092,1108.889552863668,7,5.151613624957813,9,28.72055952960845,7.547859220950768,60.63305580494267,25.33226626925065,17.541082923227076,Stormy,784.2510670177804
348,25,418,8,3586,14942,176,7688,24.90307309723519,1710.8364522033828,4,3.0614518004193987,12,13.943592135680332,4.865647824531088,67.67016034452286,14.532150257279191,32.50880409296696,Stormy,266.36081696211585
166,2,59,36,2315,6492,267,4244,18.12505681902323,2552.2165893237443,9,3.6465007583890463,10,15.148842172714076,8.079164556517176,80.33854242019905,23.392739047878543,17.727320411419175,Rainy,96.13760999538012
167,265,425,29,3249,6280,465,3025,20.30734099875409,2897.8746985776997,1,4.357265891437561,27,22.984866011129505,5.490626820891666,49.75664249309552,27.713853311575804,27.423125881482463,Pleasant,252.7184760449024
1897,33,71,45,3537,12466,386,7434,11.771567042697267,2020.2586620742431,3,5.47853993936382,24,25.22542758390528,17.958603755050227,85.95734048153317,25.46454255344901,17.480979537570693,Stormy,979.1190795003538
488,280,442,43,3984,6922,178,9210,14.838147630749305,2270.197737506452,1,4.993341699340778,5,10.891063123278007,7.911692473161123,42.47343397578595,19.994477870555663,18.076322475893107,Clear skies,425.6323012830324
708,140,90,30,4472,14269,231,4414,15.79040972455923,2495.272167346652,8,3.14492920933995,3,30.71509846176404,16.456703004644126,45.38638928778015,25.39151840403615,27.517627353981187,Pleasant,419.4069375713489
1468,108,494,41,1703,12439,396,7934,9.508876739974635,1781.4643274200666,9,4.962494453366849,22,12.308156419313208,7.31545680931988,80.93326498551082,22.498432103065625,23.829384948741428,Stormy,869.9073106478796
1006,190,441,26,3314,8820,479,8235,12.22823309658558,2554.045582007035,9,5.506500173454601,49,25.188213204846186,8.743856039985376,49.26152681032865,17.995795978255483,15.69931547355121,Clear skies,650.3863390977856
804,81,257,5,4330,9761,138,4155,11.822541497357715,2188.835946866903,1,5.5068598811076,27,26.558473187694805,8.580286148366074,48.99456439137097,26.86420281573356,21.97636156675205,Rainy,483.776455976629
1968,22,199,14,2301,7907,125,4175,10.319262531565656,1569.8840257030058,7,3.812512422031314,39,26.770107012792607,4.614994998484956,62.03998271584507,19.76027456105805,31.73205980936709,Stormy,1032.013651530503
671,290,66,48,2392,13657,450,8886,23.103947211276413,1431.3188789005262,1,4.371416858206702,27,38.02217650531364,3.6840420208844793,80.67137880503712,28.864077601852987,25.567401120754,Stormy,444.4552490106035
932,2,312,45,3665,11834,442,4756,8.037741963661471,2440.966361714397,5,5.15711976274974,47,26.303023675409836,18.557190768276733,69.95428131743097,6.109005997564032,17.274153390918276,Rainy,533.8400813099382
343,70,210,33,2523,7661,219,4482,20.04160116289833,1062.5586400983952,4,5.74542887482168,20,29.11174051700571,3.666803356098649,46.04473770219219,11.228715765713831,28.87974680850905,Clear skies,238.1898433377486
1748,15,129,40,1251,10390,473,5020,20.77470675058092,1575.4766015769842,0,4.601486842381921,38,13.773577127149377,12.29182008516266,59.10814137714317,16.286195244063848,18.59595228705494,Clear skies,912.8448301430254
1761,68,407,41,2964,5756,167,7203,10.884717403477438,1144.8039324853405,2,3.522816782416683,45,14.802351777523452,15.516497122306683,85.00244409034238,19.049636990276333,34.904885755323846,Clear skies,987.5734726548776
1416,203,90,15,4633,5796,141,9888,15.13997800804854,2079.796968718145,5,2.551362588380143,5,23.98031692277923,15.645526670310064,59.63322151187501,17.643614159970465,28.832168781266585,Clear skies,796.718389194574
165,133,447,9,2373,10010,444,7223,6.936349715440089,1618.229338865864,2,4.792371896114799,7,38.97359205791913,11.678121407764491,57.23423357951443,25.356316463653243,22.46819583408257,Clear skies,212.76349235824563
595,160,442,14,2175,9851,247,5222,6.398010092239863,2442.2075431733974,0,3.792931763693988,24,12.651165341171302,14.727404668394684,97.67179859375858,10.988872475337962,22.14646271839647,Stormy,440.80383929726753
355,2,65,0,4352,7107,110,6801,16.688569506671953,1990.581473380136,5,3.71385473576632,36,37.34323938528984,13.06382943686961,41.0480938338644,19.345231239762725,16.374259144672838,Rainy,193.16349193038545
1925,184,391,47,3278,14165,346,9355,20.48562300318738,2073.1106377405554,9,5.899592226258096,41,37.38382007249707,3.4639051801626697,86.07067731993479,3.3067426176380685,26.94301275223412,Stormy,1105.8367108579828
1756,70,292,5,4041,10589,235,4182,5.361849106700422,1901.5981580935877,0,3.756460708924342,27,10.147474128505332,15.81297290370472,90.43514596299926,9.765419763320455,29.03353828321748,Stormy,961.1057016494332
1302,197,64,33,4311,8850,483,4531,8.990016734026995,1973.4961550565577,5,5.217758928913663,16,32.694588486896336,12.386327392911356,69.10249613466928,18.187977067881167,30.56691656553449,Clear skies,730.4966036299041
639,68,208,21,3695,12497,157,2691,8.443327953744342,1005.4238099010662,9,2.687359527350467,46,23.499751274987084,6.498368307808033,71.73852757656132,15.44157201817316,24.23628628061648,Clear skies,389.2342891349789
229,83,113,33,1939,10966,427,7145,5.55249164999486,2672.605689547722,8,2.691696200531503,3,10.220763417102232,11.010982098521104,54.15373582405639,2.3465805021389663,29.803030523099277,Pleasant,162.09617843810497
225,243,188,28,2541,14267,108,7059,20.77619514819897,1454.3385228481643,5,5.2680962952874015,49,18.93888054010836,7.083166775750833,63.19714546802123,15.293128183579563,27.503103064081557,Rainy,232.77822661595704
1925,54,487,5,1119,14296,359,8528,12.567576538899983,2421.4303203893924,8,5.339156296975936,37,22.72606754885158,19.534078140474804,80.89607546130247,0.9234172831965914,16.360777974159635,Stormy,1082.8235128223323
185,271,194,5,3991,6845,498,6559,21.652529103272837,1267.4410880597868,9,5.495785690803576,14,13.232256954794677,3.601318994056486,76.0172072928348,2.279234710296091,32.53846091141892,Rainy,216.62082160380612
897,96,406,30,4859,7304,377,2527,13.785859604469676,2624.07796302884,0,3.8143802983376567,2,28.65540911819045,4.619357170787586,94.85053923946258,26.57114746486248,16.251465388274376,Pleasant,567.6325570251995
125,4,227,14,4540,8900,129,9953,20.361330371971057,1418.3888218866234,5,3.0378870653450205,37,13.92693294818926,5.124663977643316,66.48680953016866,29.34516453060268,16.77753610521636,Rainy,117.39706572439768
